x,y,value
6,Category 725,
6,Category 726,14
6,Category 727,77
6,Category 728,42
6,Category 729,
6,Category 730,
6,Category 731,38
6,Category 732,96
6,Category 733,39
6,Category 734,
6,Category 735,2
6,Category 736,40
6,Category 737,
6,Category 738,27
6,Category 739,
6,Category 740,78
6,Category 741,21
6,Category 742,24
6,Category 743,71
6,Category 744,
6,Category 745,8
6,Category 746,46
6,Category 747,
6,Category 748,7
6,Category 749,24
6,Category 750,88
6,Category 751,
6,Category 752,30
6,Category 753,68
6,Category 754,64
6,Category 755,48
6,Category 756,89
6,Category 757,
6,Category 758,69
6,Category 759,
6,Category 760,15
6,Category 761,12
6,Category 762,
6,Category 763,68
6,Category 764,6
6,Category 765,82
6,Category 766,63
6,Category 767,2
6,Category 768,9
6,Category 769,
6,Category 770,88
6,Category 771,
6,Category 772,0
6,Category 773,64
6,Category 774,
6,Category 775,
6,Category 776,27
6,Category 777,
6,Category 778,0
6,Category 779,55
6,Category 780,
6,Category 781,11
6,Category 782,
6,Category 783,61
6,Category 784,81
6,Category 785,77
6,Category 786,
6,Category 787,42
6,Category 788,
6,Category 789,88
6,Category 790,47
6,Category 791,
6,Category 792,94
6,Category 793,97
6,Category 794,6
6,Category 795,62
6,Category 796,
6,Category 797,25
6,Category 798,90
6,Category 799,95
6,Category 800,
6,Category 801,
6,Category 802,
6,Category 803,19
6,Category 804,44
6,Category 805,
6,Category 806,56
6,Category 807,
6,Category 808,93
6,Category 809,34
6,Category 810,87
6,Category 811,60
6,Category 812,
6,Category 813,81
6,Category 814,37
6,Category 815,98
6,Category 816,37
6,Category 817,26
6,Category 818,99
6,Category 819,
6,Category 820,29
6,Category 821,44
6,Category 822,62
6,Category 823,61
6,Category 824,92
6,Category 825,60
6,Category 826,92
6,Category 827,53
6,Category 828,72
6,Category 829,63
6,Category 830,
6,Category 831,
6,Category 832,84
6,Category 833,88
6,Category 834,28
6,Category 835,
6,Category 836,19
6,Category 837,67
6,Category 838,19
6,Category 839,64
6,Category 840,
6,Category 841,
6,Category 842,20
6,Category 843,1
6,Category 844,16
6,Category 845,93
6,Category 846,38
6,Category 847,
6,Category 848,
6,Category 849,75
6,Category 850,57
6,Category 851,1
6,Category 852,54
6,Category 853,90
6,Category 854,29
6,Category 855,60
6,Category 856,86
6,Category 857,60
6,Category 858,
6,Category 859,30
6,Category 860,36
6,Category 861,13
6,Category 862,81
6,Category 863,48
6,Category 864,32
6,Category 865,61
6,Category 866,23
6,Category 867,
6,Category 868,94
6,Category 869,
6,Category 870,54
6,Category 871,8
6,Category 872,68
6,Category 873,50
6,Category 874,35
6,Category 875,42
6,Category 876,
6,Category 877,14
6,Category 878,17
6,Category 879,65
6,Category 880,86
6,Category 881,87
6,Category 882,41
6,Category 883,
6,Category 884,38
6,Category 885,
6,Category 886,57
6,Category 887,96
6,Category 888,56
6,Category 889,91
6,Category 890,10
6,Category 891,65
6,Category 892,45
6,Category 893,43
6,Category 894,52
6,Category 895,
6,Category 896,54
6,Category 897,
6,Category 898,46
6,Category 899,34
6,Category 900,95
6,Category 901,55
6,Category 902,41
6,Category 903,17
6,Category 904,1
6,Category 905,27
6,Category 906,4
6,Category 907,
6,Category 908,13
6,Category 909,68
6,Category 910,
6,Category 911,39
6,Category 912,
6,Category 913,67
6,Category 914,63
6,Category 915,22
6,Category 916,0
6,Category 917,
6,Category 918,
6,Category 919,50
6,Category 920,46
6,Category 921,34
6,Category 922,79
6,Category 923,
6,Category 924,35
6,Category 925,16
6,Category 926,14
6,Category 927,
6,Category 928,4
6,Category 929,74
6,Category 930,66
6,Category 931,89
6,Category 932,63
6,Category 933,14
6,Category 934,
6,Category 935,72
6,Category 936,55
6,Category 937,
6,Category 938,37
6,Category 939,84
6,Category 940,
6,Category 941,
6,Category 942,
6,Category 943,53
6,Category 944,29
6,Category 945,46
6,Category 946,35
6,Category 947,
6,Category 948,60
6,Category 949,
6,Category 950,85
6,Category 951,82
6,Category 952,39
6,Category 953,22
6,Category 954,52
6,Category 955,61
6,Category 956,93
6,Category 957,
6,Category 958,
6,Category 959,4
6,Category 960,35
6,Category 961,
6,Category 962,44
6,Category 963,89
6,Category 964,
6,Category 965,46
6,Category 966,
6,Category 967,19
6,Category 968,17
6,Category 969,
6,Category 970,64
6,Category 971,25
6,Category 972,73
6,Category 973,
6,Category 974,9
6,Category 975,
6,Category 976,
6,Category 977,24
6,Category 978,83
6,Category 979,1
6,Category 980,57
6,Category 981,70
6,Category 982,24
6,Category 983,11
6,Category 984,42
6,Category 985,7
6,Category 986,
6,Category 987,69
6,Category 988,
6,Category 989,70
6,Category 990,
6,Category 991,15
6,Category 992,66
6,Category 993,
6,Category 994,
6,Category 995,91
6,Category 996,
6,Category 997,
6,Category 998,25
6,Category 999,87
6,Category 1000,45
7,Category 1,
7,Category 2,78
7,Category 3,70
7,Category 4,41
7,Category 5,96
7,Category 6,26
7,Category 7,66
7,Category 8,
7,Category 9,38
7,Category 10,99
7,Category 11,
7,Category 12,51
7,Category 13,55
7,Category 14,61
7,Category 15,65
7,Category 16,22
7,Category 17,88
7,Category 18,99
7,Category 19,37
7,Category 20,96
7,Category 21,42
7,Category 22,57
7,Category 23,89
7,Category 24,98
7,Category 25,
7,Category 26,
7,Category 27,42
7,Category 28,
7,Category 29,94
7,Category 30,65
7,Category 31,
7,Category 32,58
7,Category 33,24
7,Category 34,
7,Category 35,78
7,Category 36,97
7,Category 37,11
7,Category 38,36
7,Category 39,77
7,Category 40,
7,Category 41,36
7,Category 42,95
7,Category 43,18
7,Category 44,48
7,Category 45,28
7,Category 46,
7,Category 47,73
7,Category 48,
7,Category 49,
7,Category 50,23
7,Category 51,28
7,Category 52,
7,Category 53,89
7,Category 54,21
7,Category 55,31
7,Category 56,
7,Category 57,5
7,Category 58,97
7,Category 59,29
7,Category 60,98
7,Category 61,45
7,Category 62,96
7,Category 63,
7,Category 64,77
7,Category 65,82
7,Category 66,7
7,Category 67,80
7,Category 68,60
7,Category 69,62
7,Category 70,70
7,Category 71,4
7,Category 72,68
7,Category 73,62
7,Category 74,
7,Category 75,79
7,Category 76,84
7,Category 77,9
7,Category 78,65
7,Category 79,38
7,Category 80,77
7,Category 81,58
7,Category 82,35
7,Category 83,56
7,Category 84,72
7,Category 85,
7,Category 86,50
7,Category 87,17
7,Category 88,15
7,Category 89,93
7,Category 90,55
7,Category 91,7
7,Category 92,20
7,Category 93,71
7,Category 94,
7,Category 95,95
7,Category 96,50
7,Category 97,16
7,Category 98,95
7,Category 99,29
7,Category 100,66
7,Category 101,7
7,Category 102,51
7,Category 103,35
7,Category 104,70
7,Category 105,36
7,Category 106,94
7,Category 107,
7,Category 108,89
7,Category 109,29
7,Category 110,50
7,Category 111,10
7,Category 112,6
7,Category 113,24
7,Category 114,81
7,Category 115,36
7,Category 116,44
7,Category 117,8
7,Category 118,9
7,Category 119,83
7,Category 120,69
7,Category 121,74
7,Category 122,61
7,Category 123,68
7,Category 124,2
7,Category 125,47
7,Category 126,
7,Category 127,76
7,Category 128,35
7,Category 129,17
7,Category 130,31
7,Category 131,53
7,Category 132,14
7,Category 133,18
7,Category 134,75
7,Category 135,15
7,Category 136,20
7,Category 137,58
7,Category 138,19
7,Category 139,24
7,Category 140,54
7,Category 141,20
7,Category 142,24
7,Category 143,
7,Category 144,93
7,Category 145,54
7,Category 146,80
7,Category 147,15
7,Category 148,55
7,Category 149,53
7,Category 150,
7,Category 151,61
7,Category 152,93
7,Category 153,12
7,Category 154,40
7,Category 155,75
7,Category 156,80
7,Category 157,
7,Category 158,81
7,Category 159,
7,Category 160,75
7,Category 161,23
7,Category 162,
7,Category 163,44
7,Category 164,
7,Category 165,51
7,Category 166,
7,Category 167,10
7,Category 168,
7,Category 169,9
7,Category 170,
7,Category 171,60
7,Category 172,51
7,Category 173,56
7,Category 174,64
7,Category 175,7
7,Category 176,65
7,Category 177,33
7,Category 178,18
7,Category 179,88
7,Category 180,91
7,Category 181,9
7,Category 182,78
7,Category 183,
7,Category 184,
7,Category 185,78
7,Category 186,2
7,Category 187,86
7,Category 188,91
7,Category 189,
7,Category 190,
7,Category 191,
7,Category 192,55
7,Category 193,
7,Category 194,91
7,Category 195,70
7,Category 196,58
7,Category 197,37
7,Category 198,43
7,Category 199,12
7,Category 200,95
7,Category 201,35
7,Category 202,30
7,Category 203,90
7,Category 204,
7,Category 205,52
7,Category 206,33
7,Category 207,1
7,Category 208,53
7,Category 209,75
7,Category 210,17
7,Category 211,
7,Category 212,99
7,Category 213,61
7,Category 214,33
7,Category 215,19
7,Category 216,
7,Category 217,19
7,Category 218,13
7,Category 219,94
7,Category 220,34
7,Category 221,41
7,Category 222,50
7,Category 223,22
7,Category 224,80
7,Category 225,22
7,Category 226,7
7,Category 227,63
7,Category 228,53
7,Category 229,67
7,Category 230,99
7,Category 231,66
7,Category 232,5
7,Category 233,
7,Category 234,51
7,Category 235,4
7,Category 236,60
7,Category 237,95
7,Category 238,86
7,Category 239,37
7,Category 240,
7,Category 241,14
7,Category 242,18
7,Category 243,11
7,Category 244,31
7,Category 245,97
7,Category 246,66
7,Category 247,72
7,Category 248,3
7,Category 249,95
7,Category 250,
7,Category 251,99
7,Category 252,
7,Category 253,17
7,Category 254,67
7,Category 255,5
7,Category 256,
7,Category 257,29
7,Category 258,18
7,Category 259,
7,Category 260,92
7,Category 261,52
7,Category 262,
7,Category 263,92
7,Category 264,46
7,Category 265,19
7,Category 266,28
7,Category 267,45
7,Category 268,83
7,Category 269,
7,Category 270,45
7,Category 271,98
7,Category 272,37
7,Category 273,95
7,Category 274,76
7,Category 275,
7,Category 276,
7,Category 277,16
7,Category 278,23
7,Category 279,
7,Category 280,40
7,Category 281,9
7,Category 282,10
7,Category 283,17
7,Category 284,28
7,Category 285,21
7,Category 286,60
7,Category 287,5
7,Category 288,69
7,Category 289,92
7,Category 290,25
7,Category 291,91
7,Category 292,31
7,Category 293,4
7,Category 294,13
7,Category 295,
7,Category 296,70
7,Category 297,14
7,Category 298,57
7,Category 299,67
7,Category 300,91
7,Category 301,32
7,Category 302,63
7,Category 303,43
7,Category 304,34
7,Category 305,78
7,Category 306,
7,Category 307,
7,Category 308,22
7,Category 309,5
7,Category 310,25
7,Category 311,
7,Category 312,28
7,Category 313,19
7,Category 314,
7,Category 315,90
7,Category 316,41
7,Category 317,61
7,Category 318,
7,Category 319,84
7,Category 320,63
7,Category 321,
7,Category 322,
7,Category 323,51
7,Category 324,
7,Category 325,
7,Category 326,60
7,Category 327,5
7,Category 328,57
7,Category 329,99
7,Category 330,14
7,Category 331,1
7,Category 332,81
7,Category 333,
7,Category 334,99
7,Category 335,50
7,Category 336,57
7,Category 337,11
7,Category 338,68
7,Category 339,36
7,Category 340,22
7,Category 341,93
7,Category 342,36
7,Category 343,53
7,Category 344,44
7,Category 345,
7,Category 346,14
7,Category 347,18
7,Category 348,18
7,Category 349,24
7,Category 350,15
7,Category 351,80
7,Category 352,77
7,Category 353,33
7,Category 354,87
7,Category 355,68
7,Category 356,40
7,Category 357,46
7,Category 358,40
7,Category 359,15
7,Category 360,75
7,Category 361,87
7,Category 362,33
7,Category 363,
7,Category 364,86
7,Category 365,53
7,Category 366,14
7,Category 367,51
7,Category 368,
7,Category 369,67
7,Category 370,70
7,Category 371,
7,Category 372,56
7,Category 373,27
7,Category 374,
7,Category 375,22
7,Category 376,15
7,Category 377,22
7,Category 378,
7,Category 379,
7,Category 380,64
7,Category 381,27
7,Category 382,52
7,Category 383,58
7,Category 384,92
7,Category 385,8
7,Category 386,66
7,Category 387,
7,Category 388,96
7,Category 389,53
7,Category 390,54
7,Category 391,18
7,Category 392,75
7,Category 393,
7,Category 394,28
7,Category 395,38
7,Category 396,62
7,Category 397,21
7,Category 398,
7,Category 399,
7,Category 400,78
7,Category 401,
7,Category 402,63
7,Category 403,74
7,Category 404,85
7,Category 405,30
7,Category 406,38
7,Category 407,80
7,Category 408,83
7,Category 409,66
7,Category 410,45
7,Category 411,67
7,Category 412,48
7,Category 413,
7,Category 414,48
7,Category 415,38
7,Category 416,36
7,Category 417,48
7,Category 418,8
7,Category 419,
7,Category 420,
7,Category 421,85
7,Category 422,95
7,Category 423,23
7,Category 424,89
7,Category 425,86
7,Category 426,
7,Category 427,56
7,Category 428,30
7,Category 429,45
7,Category 430,
7,Category 431,32
7,Category 432,8
7,Category 433,3
7,Category 434,17
7,Category 435,72
7,Category 436,15
7,Category 437,18
7,Category 438,94
7,Category 439,
7,Category 440,
7,Category 441,
7,Category 442,84
7,Category 443,51
7,Category 444,88
7,Category 445,24
7,Category 446,49
7,Category 447,93
7,Category 448,57
7,Category 449,65
7,Category 450,62
7,Category 451,
7,Category 452,6
7,Category 453,44
7,Category 454,27
7,Category 455,
7,Category 456,80
7,Category 457,
7,Category 458,55
7,Category 459,68
7,Category 460,
7,Category 461,51
7,Category 462,87
7,Category 463,94
7,Category 464,90
7,Category 465,
7,Category 466,
7,Category 467,11
7,Category 468,75
7,Category 469,11
7,Category 470,
7,Category 471,
7,Category 472,25
7,Category 473,40
7,Category 474,71
7,Category 475,90
7,Category 476,96
7,Category 477,81
7,Category 478,
7,Category 479,55
7,Category 480,83
7,Category 481,1
7,Category 482,55
7,Category 483,
7,Category 484,13
7,Category 485,
7,Category 486,
7,Category 487,54
7,Category 488,69
7,Category 489,73
7,Category 490,63
7,Category 491,
7,Category 492,24
7,Category 493,6
7,Category 494,22
7,Category 495,44
7,Category 496,52
7,Category 497,
7,Category 498,
7,Category 499,6
7,Category 500,22
7,Category 501,73
7,Category 502,81
7,Category 503,23
7,Category 504,73
7,Category 505,66
7,Category 506,30
7,Category 507,3
7,Category 508,69
7,Category 509,50
7,Category 510,14
7,Category 511,5
7,Category 512,
7,Category 513,32
7,Category 514,71
7,Category 515,91
7,Category 516,26
7,Category 517,65
7,Category 518,
7,Category 519,7
7,Category 520,
7,Category 521,88
7,Category 522,
7,Category 523,
7,Category 524,
7,Category 525,60
7,Category 526,50
7,Category 527,68
7,Category 528,98
7,Category 529,96
7,Category 530,36
7,Category 531,46
7,Category 532,
7,Category 533,28
7,Category 534,
7,Category 535,
7,Category 536,67
7,Category 537,12
7,Category 538,71
7,Category 539,98
7,Category 540,55
7,Category 541,12
7,Category 542,83
7,Category 543,27
7,Category 544,
7,Category 545,98
7,Category 546,90
7,Category 547,51
7,Category 548,64
7,Category 549,91
7,Category 550,
7,Category 551,37
7,Category 552,
7,Category 553,57
7,Category 554,53
7,Category 555,84
7,Category 556,60
7,Category 557,12
7,Category 558,4
7,Category 559,70
7,Category 560,
7,Category 561,
7,Category 562,
7,Category 563,79
7,Category 564,
7,Category 565,17
7,Category 566,26
7,Category 567,70
7,Category 568,16
7,Category 569,18
7,Category 570,
7,Category 571,32
7,Category 572,35
7,Category 573,77
7,Category 574,90
7,Category 575,
7,Category 576,73
7,Category 577,63
7,Category 578,
7,Category 579,
7,Category 580,38
7,Category 581,76
7,Category 582,19
7,Category 583,16
7,Category 584,4
7,Category 585,51
7,Category 586,66
7,Category 587,95
7,Category 588,61
7,Category 589,2
7,Category 590,3
7,Category 591,83
7,Category 592,31
7,Category 593,42
7,Category 594,29
7,Category 595,
7,Category 596,21
7,Category 597,
7,Category 598,41
7,Category 599,96
7,Category 600,57
7,Category 601,87
7,Category 602,72
7,Category 603,79
7,Category 604,30
7,Category 605,68
7,Category 606,79
7,Category 607,
7,Category 608,
7,Category 609,
7,Category 610,35
7,Category 611,93
7,Category 612,
7,Category 613,63
7,Category 614,28
7,Category 615,30
7,Category 616,98
7,Category 617,56
7,Category 618,
7,Category 619,72
7,Category 620,18
7,Category 621,50
7,Category 622,14
7,Category 623,88
7,Category 624,73
7,Category 625,58
7,Category 626,28
7,Category 627,76
7,Category 628,
7,Category 629,
7,Category 630,7
7,Category 631,86
7,Category 632,55
7,Category 633,37
7,Category 634,51
7,Category 635,1
7,Category 636,81
7,Category 637,
7,Category 638,73
7,Category 639,89
7,Category 640,25
7,Category 641,
7,Category 642,
7,Category 643,17
7,Category 644,72
7,Category 645,2
7,Category 646,
7,Category 647,78
7,Category 648,51
7,Category 649,25
7,Category 650,59
7,Category 651,82
7,Category 652,7
7,Category 653,15
7,Category 654,64
7,Category 655,70
7,Category 656,93
7,Category 657,8
7,Category 658,8
7,Category 659,73
7,Category 660,70
7,Category 661,38
7,Category 662,
7,Category 663,49
7,Category 664,93
7,Category 665,77
7,Category 666,
7,Category 667,67
7,Category 668,30
7,Category 669,63
7,Category 670,83
7,Category 671,41
7,Category 672,86
7,Category 673,82
7,Category 674,68
7,Category 675,49
7,Category 676,
7,Category 677,21
7,Category 678,68
7,Category 679,53
7,Category 680,23
7,Category 681,68
7,Category 682,77
7,Category 683,74
7,Category 684,0
7,Category 685,60
7,Category 686,26
7,Category 687,83
7,Category 688,67
7,Category 689,51
7,Category 690,21
7,Category 691,21
7,Category 692,19
7,Category 693,
7,Category 694,58
7,Category 695,88
7,Category 696,17
7,Category 697,76
7,Category 698,73
7,Category 699,
7,Category 700,29
7,Category 701,84
7,Category 702,99
7,Category 703,55
7,Category 704,0
7,Category 705,30
7,Category 706,33
7,Category 707,38
7,Category 708,83
7,Category 709,89
7,Category 710,74
7,Category 711,49
7,Category 712,67
7,Category 713,69
7,Category 714,
7,Category 715,59
7,Category 716,
7,Category 717,78
7,Category 718,53
7,Category 719,82
7,Category 720,5
7,Category 721,53
7,Category 722,14
7,Category 723,69
7,Category 724,18
7,Category 725,25
7,Category 726,0
7,Category 727,36
7,Category 728,51
7,Category 729,
7,Category 730,99
7,Category 731,57
7,Category 732,70
7,Category 733,7
7,Category 734,
7,Category 735,
7,Category 736,
7,Category 737,38
7,Category 738,8
7,Category 739,99
7,Category 740,61
7,Category 741,0
7,Category 742,77
7,Category 743,78
7,Category 744,40
7,Category 745,77
7,Category 746,13
7,Category 747,17
7,Category 748,41
7,Category 749,9
7,Category 750,43
7,Category 751,
7,Category 752,62
7,Category 753,38
7,Category 754,41
7,Category 755,4
7,Category 756,89
7,Category 757,92
7,Category 758,
7,Category 759,38
7,Category 760,83
7,Category 761,55
7,Category 762,80
7,Category 763,43
7,Category 764,88
7,Category 765,69
7,Category 766,11
7,Category 767,94
7,Category 768,67
7,Category 769,32
7,Category 770,5
7,Category 771,
7,Category 772,6
7,Category 773,91
7,Category 774,37
7,Category 775,3
7,Category 776,64
7,Category 777,49
7,Category 778,97
7,Category 779,64
7,Category 780,33
7,Category 781,89
7,Category 782,82
7,Category 783,
7,Category 784,
7,Category 785,32
7,Category 786,35
7,Category 787,
7,Category 788,45
7,Category 789,5
7,Category 790,94
7,Category 791,
7,Category 792,17
7,Category 793,
7,Category 794,45
7,Category 795,23
7,Category 796,63
7,Category 797,64
7,Category 798,72
7,Category 799,
7,Category 800,52
7,Category 801,
7,Category 802,69
7,Category 803,97
7,Category 804,33
7,Category 805,
7,Category 806,
7,Category 807,24
7,Category 808,83
7,Category 809,
7,Category 810,75
7,Category 811,
7,Category 812,73
7,Category 813,68
7,Category 814,47
7,Category 815,63
7,Category 816,21
7,Category 817,27
7,Category 818,1
7,Category 819,23
7,Category 820,57
7,Category 821,91
7,Category 822,8
7,Category 823,25
7,Category 824,94
7,Category 825,
7,Category 826,45
7,Category 827,88
7,Category 828,30
7,Category 829,8
7,Category 830,0
7,Category 831,8
7,Category 832,
7,Category 833,62
7,Category 834,95
7,Category 835,24
7,Category 836,14
7,Category 837,79
7,Category 838,47
7,Category 839,83
7,Category 840,35
7,Category 841,
7,Category 842,66
7,Category 843,84
7,Category 844,22
7,Category 845,
7,Category 846,63
7,Category 847,59
7,Category 848,35
7,Category 849,
7,Category 850,72
7,Category 851,
7,Category 852,55
7,Category 853,20
7,Category 854,75
7,Category 855,
7,Category 856,41
7,Category 857,68
7,Category 858,17
7,Category 859,89
7,Category 860,98
7,Category 861,31
7,Category 862,
7,Category 863,56
7,Category 864,50
7,Category 865,35
7,Category 866,33
7,Category 867,25
7,Category 868,51
7,Category 869,69
7,Category 870,50
7,Category 871,37
7,Category 872,35
7,Category 873,66
7,Category 874,54
7,Category 875,14
7,Category 876,85
7,Category 877,
7,Category 878,4
7,Category 879,24
7,Category 880,67
7,Category 881,74
7,Category 882,90
7,Category 883,21
7,Category 884,91
7,Category 885,
7,Category 886,10
7,Category 887,8
7,Category 888,
7,Category 889,
7,Category 890,62
7,Category 891,
7,Category 892,32
7,Category 893,
7,Category 894,7
7,Category 895,61
7,Category 896,22
7,Category 897,89
7,Category 898,16
7,Category 899,2
7,Category 900,46
7,Category 901,98
7,Category 902,18
7,Category 903,56
7,Category 904,49
7,Category 905,53
7,Category 906,42
7,Category 907,2
7,Category 908,
7,Category 909,
7,Category 910,
7,Category 911,48
7,Category 912,
7,Category 913,66
7,Category 914,50
7,Category 915,25
7,Category 916,14
7,Category 917,
7,Category 918,41
7,Category 919,66
7,Category 920,
7,Category 921,32
7,Category 922,83
7,Category 923,0
7,Category 924,
7,Category 925,50
7,Category 926,37
7,Category 927,22
7,Category 928,33
7,Category 929,
7,Category 930,92
7,Category 931,19
7,Category 932,58
7,Category 933,39
7,Category 934,68
7,Category 935,71
7,Category 936,84
7,Category 937,77
7,Category 938,42
7,Category 939,56
7,Category 940,
7,Category 941,60
7,Category 942,62
7,Category 943,33
7,Category 944,4
7,Category 945,
7,Category 946,61
7,Category 947,30
7,Category 948,38
7,Category 949,12
7,Category 950,89
7,Category 951,71
7,Category 952,33
7,Category 953,96
7,Category 954,84
7,Category 955,82
7,Category 956,27
7,Category 957,27
7,Category 958,
7,Category 959,42
7,Category 960,67
7,Category 961,5
7,Category 962,86
7,Category 963,93
7,Category 964,
7,Category 965,57
7,Category 966,27
7,Category 967,37
7,Category 968,20
7,Category 969,
7,Category 970,32
7,Category 971,
7,Category 972,2
7,Category 973,4
7,Category 974,57
7,Category 975,94
7,Category 976,50
7,Category 977,31
7,Category 978,4
7,Category 979,
7,Category 980,30
7,Category 981,
7,Category 982,92
7,Category 983,19
7,Category 984,50
7,Category 985,99
7,Category 986,77
7,Category 987,25
7,Category 988,4
7,Category 989,38
7,Category 990,62
7,Category 991,79
7,Category 992,80
7,Category 993,56
7,Category 994,42
7,Category 995,99
7,Category 996,
7,Category 997,2
7,Category 998,83
7,Category 999,88
7,Category 1000,60
8,Category 1,16
8,Category 2,70
8,Category 3,28
8,Category 4,46
8,Category 5,
8,Category 6,9
8,Category 7,13
8,Category 8,38
8,Category 9,1
8,Category 10,19
8,Category 11,
8,Category 12,
8,Category 13,18
8,Category 14,94
8,Category 15,
8,Category 16,33
8,Category 17,
8,Category 18,68
8,Category 19,36
8,Category 20,87
8,Category 21,37
8,Category 22,52
8,Category 23,
8,Category 24,86
8,Category 25,26
8,Category 26,45
8,Category 27,72
8,Category 28,58
8,Category 29,
8,Category 30,52
8,Category 31,37
8,Category 32,45
8,Category 33,0
8,Category 34,76
8,Category 35,1
8,Category 36,1
8,Category 37,64
8,Category 38,3
8,Category 39,
8,Category 40,38
8,Category 41,38
8,Category 42,57
8,Category 43,93
8,Category 44,29
8,Category 45,
8,Category 46,44
8,Category 47,38
8,Category 48,61
8,Category 49,93
8,Category 50,34
8,Category 51,38
8,Category 52,55
8,Category 53,0
8,Category 54,
8,Category 55,37
8,Category 56,
8,Category 57,
8,Category 58,72
8,Category 59,81
8,Category 60,79
8,Category 61,61
8,Category 62,55
8,Category 63,
8,Category 64,
8,Category 65,36
8,Category 66,27
8,Category 67,4
8,Category 68,1
8,Category 69,
8,Category 70,98
8,Category 71,
8,Category 72,45
8,Category 73,43
8,Category 74,72
8,Category 75,40
8,Category 76,96
8,Category 77,
8,Category 78,1
8,Category 79,21
8,Category 80,37
8,Category 81,57
8,Category 82,37
8,Category 83,26
8,Category 84,
8,Category 85,15
8,Category 86,58
8,Category 87,36
8,Category 88,65
8,Category 89,
8,Category 90,93
8,Category 91,55
8,Category 92,35
8,Category 93,62
8,Category 94,48
8,Category 95,71
8,Category 96,
8,Category 97,40
8,Category 98,41
8,Category 99,41
8,Category 100,
8,Category 101,75
8,Category 102,77
8,Category 103,6
8,Category 104,43
8,Category 105,70
8,Category 106,70
8,Category 107,
8,Category 108,48
8,Category 109,
8,Category 110,46
8,Category 111,0
8,Category 112,
8,Category 113,84
8,Category 114,82
8,Category 115,41
8,Category 116,56
8,Category 117,42
8,Category 118,27
8,Category 119,62
8,Category 120,35
8,Category 121,36
8,Category 122,90
8,Category 123,79
8,Category 124,74
8,Category 125,50
8,Category 126,61
8,Category 127,52
8,Category 128,62
8,Category 129,21
8,Category 130,85
8,Category 131,
8,Category 132,53
8,Category 133,6
8,Category 134,56
8,Category 135,
8,Category 136,0
8,Category 137,47
8,Category 138,45
8,Category 139,17
8,Category 140,92
8,Category 141,28
8,Category 142,92
8,Category 143,
8,Category 144,88
8,Category 145,97
8,Category 146,94
8,Category 147,30
8,Category 148,93
8,Category 149,70
8,Category 150,35
8,Category 151,83
8,Category 152,
8,Category 153,0
8,Category 154,13
8,Category 155,91
8,Category 156,
8,Category 157,
8,Category 158,79
8,Category 159,61
8,Category 160,96
8,Category 161,
8,Category 162,47
8,Category 163,48
8,Category 164,93
8,Category 165,
8,Category 166,
8,Category 167,66
8,Category 168,48
8,Category 169,
8,Category 170,63
8,Category 171,3
8,Category 172,
8,Category 173,59
8,Category 174,
8,Category 175,5
8,Category 176,99
8,Category 177,
8,Category 178,37
8,Category 179,68
8,Category 180,54
8,Category 181,80
8,Category 182,44
8,Category 183,98
8,Category 184,74
8,Category 185,
8,Category 186,
8,Category 187,90
8,Category 188,29
8,Category 189,90
8,Category 190,51
8,Category 191,81
8,Category 192,21
8,Category 193,
8,Category 194,68
8,Category 195,38
8,Category 196,
8,Category 197,25
8,Category 198,7
8,Category 199,44
8,Category 200,25
8,Category 201,3
8,Category 202,10
8,Category 203,91
8,Category 204,
8,Category 205,61
8,Category 206,19
8,Category 207,74
8,Category 208,24
8,Category 209,51
8,Category 210,97
8,Category 211,
8,Category 212,35
8,Category 213,74
8,Category 214,58
8,Category 215,17
8,Category 216,9
8,Category 217,76
8,Category 218,67
8,Category 219,36
8,Category 220,19
8,Category 221,47
8,Category 222,73
8,Category 223,
8,Category 224,22
8,Category 225,
8,Category 226,40
8,Category 227,
8,Category 228,65
8,Category 229,75
8,Category 230,86
8,Category 231,
8,Category 232,40
8,Category 233,41
8,Category 234,31
8,Category 235,
8,Category 236,42
8,Category 237,
8,Category 238,
8,Category 239,6
8,Category 240,51
8,Category 241,41
8,Category 242,
8,Category 243,
8,Category 244,55
8,Category 245,28
8,Category 246,72
8,Category 247,
8,Category 248,42
8,Category 249,20
8,Category 250,90
8,Category 251,27
8,Category 252,25
8,Category 253,
8,Category 254,6
8,Category 255,86
8,Category 256,
8,Category 257,29
8,Category 258,33
8,Category 259,24
8,Category 260,81
8,Category 261,
8,Category 262,56
8,Category 263,34
8,Category 264,18
8,Category 265,69
8,Category 266,
8,Category 267,
8,Category 268,3
8,Category 269,
8,Category 270,7
8,Category 271,65
8,Category 272,74
8,Category 273,9
8,Category 274,49
8,Category 275,27
8,Category 276,40
8,Category 277,52
8,Category 278,50
8,Category 279,
8,Category 280,
8,Category 281,83
8,Category 282,40
8,Category 283,
8,Category 284,67
8,Category 285,86
8,Category 286,64
8,Category 287,92
8,Category 288,27
8,Category 289,48
8,Category 290,
8,Category 291,22
8,Category 292,
8,Category 293,
8,Category 294,29
8,Category 295,5
8,Category 296,
8,Category 297,63
8,Category 298,
8,Category 299,13
8,Category 300,89
8,Category 301,24
8,Category 302,39
8,Category 303,
8,Category 304,22
8,Category 305,48
8,Category 306,
8,Category 307,60
8,Category 308,
8,Category 309,19
8,Category 310,66
8,Category 311,21
8,Category 312,31
8,Category 313,5
8,Category 314,63
8,Category 315,
